b_number,cog_letter,name,gene_product,go_class,go_term,cog_class,cog_category
b3617,H,kbl,2-amino-3-ketobutyrate CoA ligase,function,transferase activity,Metabolism,Coenzyme transport and metabolism
b3617,H,kbl,2-amino-3-ketobutyrate CoA ligase,function,"transferase activity, transferring acyl groups",Metabolism,Coenzyme transport and metabolism
b3617,H,kbl,2-amino-3-ketobutyrate CoA ligase,function,glycine C-acetyltransferase activity,Metabolism,Coenzyme transport and metabolism
b2665,No Annotation,kbp,K<sup>+</sup> binding protein,process,response to potassium ion,No Annotation,No Annotation
b2665,No Annotation,kbp,K<sup>+</sup> binding protein,component,cytoplasm,No Annotation,No Annotation
b2665,No Annotation,kbp,K<sup>+</sup> binding protein,function,potassium ion binding,No Annotation,No Annotation
b1250,P,kch,K<sup>+</sup> channel Kch,process,potassium ion transport,Metabolism,Inorganic ion transport and metabolism
b1250,P,kch,K<sup>+</sup> channel Kch,process,ion transport,Metabolism,Inorganic ion transport and metabolism
b1250,P,kch,K<sup>+</sup> channel Kch,component,protein-containing complex,Metabolism,Inorganic ion transport and metabolism
b1250,P,kch,K<sup>+</sup> channel Kch,component,integral component of membrane,Metabolism,Inorganic ion transport and metabolism
b1250,P,kch,K<sup>+</sup> channel Kch,component,plasma membrane,Metabolism,Inorganic ion transport and metabolism
b1250,P,kch,K<sup>+</sup> channel Kch,component,membrane,Metabolism,Inorganic ion transport and metabolism
b1250,P,kch,K<sup>+</sup> channel Kch,function,identical protein binding,Metabolism,Inorganic ion transport and metabolism
b3526,G,kdgk,2-dehydro-3-deoxygluconokinase,process,carbohydrate phosphorylation,Metabolism,Carbohydrate transport and metabolism
b3526,G,kdgk,2-dehydro-3-deoxygluconokinase,process,carbohydrate metabolic process,Metabolism,Carbohydrate transport and metabolism
b3526,G,kdgk,2-dehydro-3-deoxygluconokinase,process,cellular response to DNA damage stimulus,Metabolism,Carbohydrate transport and metabolism
b3526,G,kdgk,2-dehydro-3-deoxygluconokinase,process,phosphorylation,Metabolism,Carbohydrate transport and metabolism
b3526,G,kdgk,2-dehydro-3-deoxygluconokinase,process,D-galacturonate catabolic process,Metabolism,Carbohydrate transport and metabolism
b3526,G,kdgk,2-dehydro-3-deoxygluconokinase,process,D-glucuronate catabolic process,Metabolism,Carbohydrate transport and metabolism
b3526,G,kdgk,2-dehydro-3-deoxygluconokinase,component,cytosol,Metabolism,Carbohydrate transport and metabolism
b3526,G,kdgk,2-dehydro-3-deoxygluconokinase,function,carbohydrate kinase activity,Metabolism,Carbohydrate transport and metabolism
b3526,G,kdgk,2-dehydro-3-deoxygluconokinase,function,"phosphotransferase activity, alcohol group as acceptor",Metabolism,Carbohydrate transport and metabolism
b3526,G,kdgk,2-dehydro-3-deoxygluconokinase,function,transferase activity,Metabolism,Carbohydrate transport and metabolism
b3526,G,kdgk,2-dehydro-3-deoxygluconokinase,function,kinase activity,Metabolism,Carbohydrate transport and metabolism
b3526,G,kdgk,2-dehydro-3-deoxygluconokinase,function,ATP binding,Metabolism,Carbohydrate transport and metabolism
b3526,G,kdgk,2-dehydro-3-deoxygluconokinase,function,nucleotide binding,Metabolism,Carbohydrate transport and metabolism
b3526,G,kdgk,2-dehydro-3-deoxygluconokinase,function,2-dehydro-3-deoxygluconokinase activity,Metabolism,Carbohydrate transport and metabolism
b1827,K,kdgr,DNA-binding transcriptional repressor KdgR,process,"regulation of transcription, DNA-templated",Information Storage and Processing,Transcription
b1827,K,kdgr,DNA-binding transcriptional repressor KdgR,process,"negative regulation of transcription, DNA-templated",Information Storage and Processing,Transcription
b1827,K,kdgr,DNA-binding transcriptional repressor KdgR,component,cytosol,Information Storage and Processing,Transcription
b1827,K,kdgr,DNA-binding transcriptional repressor KdgR,component,cytoplasm,Information Storage and Processing,Transcription
b1827,K,kdgr,DNA-binding transcriptional repressor KdgR,function,protein binding,Information Storage and Processing,Transcription
b1827,K,kdgr,DNA-binding transcriptional repressor KdgR,function,DNA binding,Information Storage and Processing,Transcription
b1827,K,kdgr,DNA-binding transcriptional repressor KdgR,function,DNA-binding transcription factor activity,Information Storage and Processing,Transcription
b3909,No Annotation,kdgt,2-dehydro-3-deoxy-D-gluconate:H<sup>+</sup> symporter,process,proton transmembrane transport,No Annotation,No Annotation
b3909,No Annotation,kdgt,2-dehydro-3-deoxy-D-gluconate:H<sup>+</sup> symporter,process,carbohydrate transport,No Annotation,No Annotation
b3909,No Annotation,kdgt,2-dehydro-3-deoxy-D-gluconate:H<sup>+</sup> symporter,process,2-keto-3-deoxygluconate transmembrane transport,No Annotation,No Annotation
b3909,No Annotation,kdgt,2-dehydro-3-deoxy-D-gluconate:H<sup>+</sup> symporter,process,gluconate transmembrane transport,No Annotation,No Annotation
b3909,No Annotation,kdgt,2-dehydro-3-deoxy-D-gluconate:H<sup>+</sup> symporter,component,membrane,No Annotation,No Annotation
b3909,No Annotation,kdgt,2-dehydro-3-deoxy-D-gluconate:H<sup>+</sup> symporter,component,plasma membrane,No Annotation,No Annotation
b3909,No Annotation,kdgt,2-dehydro-3-deoxy-D-gluconate:H<sup>+</sup> symporter,component,integral component of membrane,No Annotation,No Annotation
b3909,No Annotation,kdgt,2-dehydro-3-deoxy-D-gluconate:H<sup>+</sup> symporter,function,carbohydrate:proton symporter activity,No Annotation,No Annotation
b3909,No Annotation,kdgt,2-dehydro-3-deoxy-D-gluconate:H<sup>+</sup> symporter,function,symporter activity,No Annotation,No Annotation
b3909,No Annotation,kdgt,2-dehydro-3-deoxy-D-gluconate:H<sup>+</sup> symporter,function,2-keto-3-deoxygluconate:proton symporter activity,No Annotation,No Annotation
b0698,P,kdpa,K<sup>+</sup> transporting P-type ATPase subunit KdpA,process,cation transmembrane transport,Metabolism,Inorganic ion transport and metabolism
b0698,P,kdpa,K<sup>+</sup> transporting P-type ATPase subunit KdpA,process,potassium ion transmembrane transport,Metabolism,Inorganic ion transport and metabolism
b0698,P,kdpa,K<sup>+</sup> transporting P-type ATPase subunit KdpA,process,ion transport,Metabolism,Inorganic ion transport and metabolism
b0698,P,kdpa,K<sup>+</sup> transporting P-type ATPase subunit KdpA,process,potassium ion transport,Metabolism,Inorganic ion transport and metabolism
b0698,P,kdpa,K<sup>+</sup> transporting P-type ATPase subunit KdpA,component,integral component of plasma membrane,Metabolism,Inorganic ion transport and metabolism
b0698,P,kdpa,K<sup>+</sup> transporting P-type ATPase subunit KdpA,component,potassium ion-transporting ATPase complex,Metabolism,Inorganic ion transport and metabolism
b0698,P,kdpa,K<sup>+</sup> transporting P-type ATPase subunit KdpA,component,plasma membrane,Metabolism,Inorganic ion transport and metabolism
b0698,P,kdpa,K<sup>+</sup> transporting P-type ATPase subunit KdpA,component,integral component of membrane,Metabolism,Inorganic ion transport and metabolism
b0698,P,kdpa,K<sup>+</sup> transporting P-type ATPase subunit KdpA,component,membrane,Metabolism,Inorganic ion transport and metabolism
b0698,P,kdpa,K<sup>+</sup> transporting P-type ATPase subunit KdpA,function,potassium ion binding,Metabolism,Inorganic ion transport and metabolism
b0698,P,kdpa,K<sup>+</sup> transporting P-type ATPase subunit KdpA,function,protein binding,Metabolism,Inorganic ion transport and metabolism
b0698,P,kdpa,K<sup>+</sup> transporting P-type ATPase subunit KdpA,function,"potassium transmembrane transporter activity, phosphorylative mechanism",Metabolism,Inorganic ion transport and metabolism
b0697,P,kdpb,K<sup>+</sup> transporting P-type ATPase subunit KdpB,process,cation transmembrane transport,Metabolism,Inorganic ion transport and metabolism
b0697,P,kdpb,K<sup>+</sup> transporting P-type ATPase subunit KdpB,process,potassium ion transmembrane transport,Metabolism,Inorganic ion transport and metabolism
b0697,P,kdpb,K<sup>+</sup> transporting P-type ATPase subunit KdpB,process,ion transport,Metabolism,Inorganic ion transport and metabolism
b0697,P,kdpb,K<sup>+</sup> transporting P-type ATPase subunit KdpB,process,potassium ion transport,Metabolism,Inorganic ion transport and metabolism
b0697,P,kdpb,K<sup>+</sup> transporting P-type ATPase subunit KdpB,component,integral component of plasma membrane,Metabolism,Inorganic ion transport and metabolism
b0697,P,kdpb,K<sup>+</sup> transporting P-type ATPase subunit KdpB,component,potassium ion-transporting ATPase complex,Metabolism,Inorganic ion transport and metabolism
b0697,P,kdpb,K<sup>+</sup> transporting P-type ATPase subunit KdpB,component,membrane,Metabolism,Inorganic ion transport and metabolism
b0697,P,kdpb,K<sup>+</sup> transporting P-type ATPase subunit KdpB,component,plasma membrane,Metabolism,Inorganic ion transport and metabolism
b0697,P,kdpb,K<sup>+</sup> transporting P-type ATPase subunit KdpB,component,integral component of membrane,Metabolism,Inorganic ion transport and metabolism
b0697,P,kdpb,K<sup>+</sup> transporting P-type ATPase subunit KdpB,function,magnesium ion binding,Metabolism,Inorganic ion transport and metabolism
b0697,P,kdpb,K<sup>+</sup> transporting P-type ATPase subunit KdpB,function,protein binding,Metabolism,Inorganic ion transport and metabolism
b0697,P,kdpb,K<sup>+</sup> transporting P-type ATPase subunit KdpB,function,metal ion binding,Metabolism,Inorganic ion transport and metabolism
b0697,P,kdpb,K<sup>+</sup> transporting P-type ATPase subunit KdpB,function,ATP binding,Metabolism,Inorganic ion transport and metabolism
b0697,P,kdpb,K<sup>+</sup> transporting P-type ATPase subunit KdpB,function,nucleotide binding,Metabolism,Inorganic ion transport and metabolism
b0697,P,kdpb,K<sup>+</sup> transporting P-type ATPase subunit KdpB,function,"potassium transmembrane transporter activity, phosphorylative mechanism",Metabolism,Inorganic ion transport and metabolism
b0696,P,kdpc,K<sup>+</sup> transporting P-type ATPase subunit KdpC,process,cation transmembrane transport,Metabolism,Inorganic ion transport and metabolism
b0696,P,kdpc,K<sup>+</sup> transporting P-type ATPase subunit KdpC,process,potassium ion transmembrane transport,Metabolism,Inorganic ion transport and metabolism
b0696,P,kdpc,K<sup>+</sup> transporting P-type ATPase subunit KdpC,process,ion transport,Metabolism,Inorganic ion transport and metabolism
b0696,P,kdpc,K<sup>+</sup> transporting P-type ATPase subunit KdpC,process,potassium ion transport,Metabolism,Inorganic ion transport and metabolism
b0696,P,kdpc,K<sup>+</sup> transporting P-type ATPase subunit KdpC,component,potassium ion-transporting ATPase complex,Metabolism,Inorganic ion transport and metabolism
b0696,P,kdpc,K<sup>+</sup> transporting P-type ATPase subunit KdpC,component,integral component of plasma membrane,Metabolism,Inorganic ion transport and metabolism
b0696,P,kdpc,K<sup>+</sup> transporting P-type ATPase subunit KdpC,component,membrane,Metabolism,Inorganic ion transport and metabolism
b0696,P,kdpc,K<sup>+</sup> transporting P-type ATPase subunit KdpC,component,plasma membrane,Metabolism,Inorganic ion transport and metabolism
b0696,P,kdpc,K<sup>+</sup> transporting P-type ATPase subunit KdpC,component,integral component of membrane,Metabolism,Inorganic ion transport and metabolism
b0696,P,kdpc,K<sup>+</sup> transporting P-type ATPase subunit KdpC,function,protein binding,Metabolism,Inorganic ion transport and metabolism
b0696,P,kdpc,K<sup>+</sup> transporting P-type ATPase subunit KdpC,function,ATP binding,Metabolism,Inorganic ion transport and metabolism
b0696,P,kdpc,K<sup>+</sup> transporting P-type ATPase subunit KdpC,function,nucleotide binding,Metabolism,Inorganic ion transport and metabolism
b0696,P,kdpc,K<sup>+</sup> transporting P-type ATPase subunit KdpC,function,"potassium transmembrane transporter activity, phosphorylative mechanism",Metabolism,Inorganic ion transport and metabolism
b0695,T,kdpd,sensory histidine kinase KdpD,process,dephosphorylation,Cellular Processes and Signaling,Signal transduction mechanisms
b0695,T,kdpd,sensory histidine kinase KdpD,process,phosphorelay signal transduction system,Cellular Processes and Signaling,Signal transduction mechanisms
b0695,T,kdpd,sensory histidine kinase KdpD,process,cellular response to salt stress,Cellular Processes and Signaling,Signal transduction mechanisms
b0695,T,kdpd,sensory histidine kinase KdpD,process,cellular response to extracellular stimulus,Cellular Processes and Signaling,Signal transduction mechanisms
b0695,T,kdpd,sensory histidine kinase KdpD,process,signal transduction by protein phosphorylation,Cellular Processes and Signaling,Signal transduction mechanisms
b0695,T,kdpd,sensory histidine kinase KdpD,process,peptidyl-histidine phosphorylation,Cellular Processes and Signaling,Signal transduction mechanisms
b0695,T,kdpd,sensory histidine kinase KdpD,process,phosphorylation,Cellular Processes and Signaling,Signal transduction mechanisms
b0695,T,kdpd,sensory histidine kinase KdpD,process,signal transduction,Cellular Processes and Signaling,Signal transduction mechanisms
b0695,T,kdpd,sensory histidine kinase KdpD,process,protein autophosphorylation,Cellular Processes and Signaling,Signal transduction mechanisms
b0695,T,kdpd,sensory histidine kinase KdpD,process,detection of chemical stimulus,Cellular Processes and Signaling,Signal transduction mechanisms
b0695,T,kdpd,sensory histidine kinase KdpD,component,integral component of plasma membrane,Cellular Processes and Signaling,Signal transduction mechanisms
b0695,T,kdpd,sensory histidine kinase KdpD,component,membrane,Cellular Processes and Signaling,Signal transduction mechanisms
b0695,T,kdpd,sensory histidine kinase KdpD,component,plasma membrane,Cellular Processes and Signaling,Signal transduction mechanisms
b0695,T,kdpd,sensory histidine kinase KdpD,component,integral component of membrane,Cellular Processes and Signaling,Signal transduction mechanisms
b0695,T,kdpd,sensory histidine kinase KdpD,function,transcription factor binding,Cellular Processes and Signaling,Signal transduction mechanisms
b0695,T,kdpd,sensory histidine kinase KdpD,function,protein homodimerization activity,Cellular Processes and Signaling,Signal transduction mechanisms
b0695,T,kdpd,sensory histidine kinase KdpD,function,phosphatase activity,Cellular Processes and Signaling,Signal transduction mechanisms
b0695,T,kdpd,sensory histidine kinase KdpD,function,"transferase activity, transferring phosphorus-containing groups",Cellular Processes and Signaling,Signal transduction mechanisms
b0695,T,kdpd,sensory histidine kinase KdpD,function,transferase activity,Cellular Processes and Signaling,Signal transduction mechanisms
b0695,T,kdpd,sensory histidine kinase KdpD,function,kinase activity,Cellular Processes and Signaling,Signal transduction mechanisms
b0695,T,kdpd,sensory histidine kinase KdpD,function,protein histidine kinase activity,Cellular Processes and Signaling,Signal transduction mechanisms
b0695,T,kdpd,sensory histidine kinase KdpD,function,protein binding,Cellular Processes and Signaling,Signal transduction mechanisms
b0695,T,kdpd,sensory histidine kinase KdpD,function,nucleotide binding,Cellular Processes and Signaling,Signal transduction mechanisms
b0695,T,kdpd,sensory histidine kinase KdpD,function,ATP binding,Cellular Processes and Signaling,Signal transduction mechanisms
b0695,T,kdpd,sensory histidine kinase KdpD,function,phosphorelay sensor kinase activity,Cellular Processes and Signaling,Signal transduction mechanisms
b0694,T,kdpe,"KdpE-Phosphorylated // ""DNA-binding transcriptional activator KdpE""",process,"positive regulation of transcription, DNA-templated",Cellular Processes and Signaling,Signal transduction mechanisms
