name,gene_product,complex_annotation,localization,go_terms,localization_group
rcna,Ni2+/Co2+ exporter,Ni2+/Co2+ exporter,IM,GO:0010045; GO:0032025; GO:0046583; GO:0035784; GO:0005887; GO:0035444; GO:0015099; GO:0005886; GO:0016021; GO:0016020; GO:0015675; GO:0006824; GO:0006811,envelope
rcsc,"RcsC-phospho-L-aspartate // ""RcsC-N-phospho-L-histidine"" // ""histidine kinase RcsC""","RcsC-phospho-L-aspartate // ""RcsC-N-phospho-L-histidine"" // ""histidine kinase RcsC""",IM,GO:0005886; GO:0005887; GO:0023014; GO:0018106; GO:0016772; GO:0016740; GO:0016310; GO:0016301; GO:0016020; GO:0007165; GO:0006355; GO:0005524; GO:0004673; GO:0000166; GO:0046777; GO:0044010; GO:0071470; GO:0016021; GO:0000160; GO:0000155,envelope
rfbx,polyisoprenol-linked O-antigen repeat unit flippase,Enterobacterial Common Antigen Biosynthesis Protein Complex,IM,GO:0005887; GO:0009243; GO:0046677; GO:0006974; GO:0005886; GO:0016021; GO:0016020; GO:0009103,envelope
rhta,L-threonine/L-homoserine exporter,L-threonine/L-homoserine exporter,IM,GO:0055085; GO:0005887; GO:0042968; GO:0042970; GO:0015291; GO:0015826; GO:0006865; GO:0015565; GO:0005886; GO:0016021; GO:0016020,envelope
rhtb,L-homoserine/L-homoserine lactone/L-threonine exporter,L-homoserine/L-homoserine lactone/L-threonine exporter,IM,GO:0005887; GO:0015291; GO:0015565; GO:0015826; GO:0006865; GO:0042968; GO:0042970; GO:0005886; GO:0016021; GO:0016020,envelope
rhtc,L-threonine exporter,L-threonine exporter,IM,GO:0015291; GO:0005887; GO:0015826; GO:0015565; GO:0042970; GO:0042968; GO:0006865; GO:0005886; GO:0016021; GO:0016020,envelope
rna,RNase I,RNase I,PE,GO:0016829; GO:0004519; GO:0004521; GO:0090305; GO:0090502; GO:0016787; GO:0004518; GO:0033897; GO:0003723; GO:0030288; GO:0006401; GO:0042597; GO:0008847; GO:0005737,envelope
rsec,protein RseC,protein RseC,IM,GO:0006979; GO:0005886; GO:0016021; GO:0016020,envelope
rsxa,SoxR [2Fe-2S] reducing system protein RsxA,SoxR [2Fe-2S] reducing system protein RsxA,IM,GO:0055114; GO:0022900; GO:0005886; GO:0016021; GO:0016020,envelope
rsxd,SoxR [2Fe-2S] reducing system protein RsxD,SoxR [2Fe-2S] reducing system protein RsxD,IM,GO:0055085; GO:0055114; GO:0022900; GO:0005886; GO:0016021; GO:0016020,envelope
rsxe,SoxR [2Fe-2S] reducing system protein RsxE,SoxR [2Fe-2S] reducing system protein RsxE,IM,GO:0055114; GO:0022900; GO:0005886; GO:0016021; GO:0016020,envelope
rutg,pyrimidine:H+ symporter,pyrimidine:H+ symporter,IM,GO:0015218; GO:0005350; GO:0015505; GO:1904082; GO:0098721; GO:0022857; GO:0005887; GO:0015210; GO:0055085; GO:0006864; GO:0015293; GO:0006212; GO:0005886; GO:0016021; GO:0016020,envelope
sana,DUF218 domain-containing protein SanA,DUF218 domain-containing protein SanA,IM,GO:0090549; GO:0030288; GO:0005887; GO:0016020; GO:0005886; GO:0016021; GO:0042493,envelope
sapa,putative periplasmic binding protein SapA,putative periplasmic binding protein SapA,PE,GO:1904680; GO:0042886; GO:0043190; GO:0055085; GO:0030288; GO:0042597,envelope
sapb,putrescine ABC exporter membrane subunit SapB,putrescine ABC exporter,IM,GO:0071916; GO:0035442; GO:0055085; GO:0043190; GO:0015847; GO:0015489; GO:0005887; GO:0005886; GO:0016021; GO:0016020,envelope
sapc,putrescine ABC exporter membrane protein SapC,putrescine ABC exporter,IM,GO:0055085; GO:0015847; GO:0015489; GO:0043190; GO:0005887; GO:0005886; GO:0016021; GO:0016020,envelope
sbma,peptide antibiotic/peptide nucleic acid transporter,peptide antibiotic transporter,IM,GO:0055085; GO:0005524; GO:0015291; GO:1901998; GO:0019534; GO:1904680; GO:0042803; GO:0042884; GO:0046677; GO:0005887; GO:0015833; GO:0015031; GO:0042885; GO:0015638; GO:0005886; GO:0016021; GO:0016020,envelope
sdac,SDAC-MONOMER,SDAC-MONOMER,IM,GO:0015171; GO:0006865; GO:0003333; GO:0016021; GO:0016020; GO:0005886; GO:0005887,envelope
sdhc,"succinate:quinone oxidoreductase, membrane protein SdhC",succinate:quinone oxidoreductase,IM,GO:0022900; GO:0055114; GO:0016627; GO:0000104; GO:0046872; GO:0045281; GO:0048039; GO:0016020; GO:0005886; GO:0020037; GO:0016021; GO:0008177; GO:0006099; GO:0009060; GO:0017004; GO:0009055,envelope
sdhc,"succinate:quinone oxidoreductase, membrane protein SdhC",succinate:quinone oxidoreductase subcomplex,IM,GO:0022900; GO:0055114; GO:0016627; GO:0000104; GO:0046872; GO:0045281; GO:0048039; GO:0016020; GO:0005886; GO:0020037; GO:0016021; GO:0008177; GO:0006099; GO:0009060; GO:0017004; GO:0009055,envelope
sdhd,"succinate:quinone oxidoreductase, membrane protein SdhD",succinate:quinone oxidoreductase,IM,GO:0022900; GO:0055114; GO:0046872; GO:0016627; GO:0000104; GO:0016020; GO:0005886; GO:0020037; GO:0016021; GO:0006099; GO:0009060; GO:0017004; GO:0009055,envelope
sdhd,"succinate:quinone oxidoreductase, membrane protein SdhD",succinate:quinone oxidoreductase subcomplex,IM,GO:0022900; GO:0055114; GO:0046872; GO:0016627; GO:0000104; GO:0016020; GO:0005886; GO:0020037; GO:0016021; GO:0006099; GO:0009060; GO:0017004; GO:0009055,envelope
secm,SecA translation regulator,SecA translation regulator,PE,GO:0030288; GO:0006417; GO:0005829; GO:0045182; GO:0042597; GO:0005737,envelope
seta,B0070-MONOMER,B0070-MONOMER,IM,GO:1904659; GO:1902600; GO:0005351; GO:0005887; GO:0034219; GO:0036448; GO:0008643; GO:0055085; GO:0016020; GO:0015767; GO:0005886; GO:0016021,envelope
shia,SHIA-MONOMER,SHIA-MONOMER,IM,GO:0022857; GO:0055085; GO:0015733; GO:0015530; GO:0005886; GO:0016021; GO:0016020; GO:0015293,envelope
sieb,Rac prophage; phage superinfection exclusion protein,Rac prophage; phage superinfection exclusion protein,IM,GO:0005886; GO:0016021; GO:0016020,envelope
sstt,YGJU-MONOMER,YGJU-MONOMER,IM,GO:0022857; GO:0015171; GO:0003333; GO:0055085; GO:0016020; GO:0015293; GO:0015175; GO:0006865; GO:0015826; GO:0032329; GO:0005295; GO:0005886; GO:0016021,envelope
ssua,aliphatic sulfonate ABC transporter periplasmic binding protein,aliphatic sulfonate ABC transporter,PE,GO:0055085; GO:0042626; GO:0016020; GO:0030288; GO:0006790; GO:0042918; GO:0042959; GO:0042597,envelope
ssub,aliphatic sulfonate ABC transporter ATP binding subunit,aliphatic sulfonate ABC transporter,IM,GO:0055085; GO:0022857; GO:0098656; GO:0008509; GO:0006820; GO:0055052; GO:0006790; GO:0043190; GO:0042959; GO:0016887; GO:0005829; GO:0042918; GO:0005886; GO:0016787; GO:0016020; GO:0005524; GO:0000166,envelope
suge,guanidinium exporter,guanidinium exporter,IM,GO:1902600; GO:0046618; GO:0022857; GO:0006811; GO:0015299; GO:1990961; GO:0055085; GO:0005887; GO:0005886; GO:0016021; GO:0016020,envelope
tatc,twin arginine protein translocation system - TatC protein,twin arginine protein translocation system,IM,GO:0008320; GO:0009314; GO:0042802; GO:0005515; GO:0015031; GO:0005886; GO:0043953; GO:0005887; GO:0016021; GO:0009977; GO:0033281; GO:0065002; GO:0016020,envelope
taua,taurine ABC transporter periplasmic binding protein,taurine ABC transporter,PE,GO:0055085; GO:0043190; GO:0022857; GO:0030288; GO:0009970; GO:0015734; GO:0042597,envelope
tdcc,threonine/serine:H+ symporter,threonine/serine:H+ symporter,IM,GO:1902600; GO:0015171; GO:0032329; GO:0022889; GO:0016020; GO:0015293; GO:0006865; GO:0003333; GO:0015565; GO:0005886; GO:0015825; GO:0015826; GO:0015194; GO:0015195; GO:0015295; GO:0005887; GO:0016021,envelope
teha,tellurite resistance protein,tellurite resistance protein,IM,GO:0042802; GO:0098655; GO:0006812; GO:0046583; GO:0005887; GO:0055085; GO:0006811; GO:0005886; GO:0046690; GO:0046677; GO:0016021; GO:0016020,envelope
thip,thiamin ABC transporter membrane subunit,thiamin(e) ABC transporter,IM,GO:0022857; GO:0055085; GO:0005887; GO:0043190; GO:0015234; GO:0071934; GO:0015888; GO:0005886; GO:0016021; GO:0016020,envelope
tnab,TNAB-MONOMER,TNAB-MONOMER,IM,GO:0006865; GO:0015801; GO:0015173; GO:0005887; GO:0015293; GO:0003333; GO:0005886; GO:0016021; GO:0016020; GO:0006569,envelope
tors,sensory histidine kinase TorS,sensory histidine kinase TorS - his443 phosphorylated,IM,GO:0030288; GO:0042802; GO:0006470; GO:0023014; GO:0018106; GO:0016740; GO:0016310; GO:0016301; GO:0007165; GO:0004673; GO:0005515; GO:0046777; GO:0071310; GO:0009061; GO:0042803; GO:0004721; GO:0005887; GO:0000166; GO:0005886; GO:0016772; GO:0016021; GO:0016020; GO:0005524; GO:0000160; GO:0000155,envelope
tors,sensory histidine kinase TorS,sensory histidine kinase TorS - asp723 phosphorylated,IM,GO:0030288; GO:0042802; GO:0006470; GO:0023014; GO:0018106; GO:0016740; GO:0016310; GO:0016301; GO:0007165; GO:0004673; GO:0005515; GO:0046777; GO:0071310; GO:0009061; GO:0042803; GO:0004721; GO:0005887; GO:0000166; GO:0005886; GO:0016772; GO:0016021; GO:0016020; GO:0005524; GO:0000160; GO:0000155,envelope
tors,sensory histidine kinase TorS,sensory histidine kinase TorS - his850 phosphorylated,IM,GO:0030288; GO:0042802; GO:0006470; GO:0023014; GO:0018106; GO:0016740; GO:0016310; GO:0016301; GO:0007165; GO:0004673; GO:0005515; GO:0046777; GO:0071310; GO:0009061; GO:0042803; GO:0004721; GO:0005887; GO:0000166; GO:0005886; GO:0016772; GO:0016021; GO:0016020; GO:0005524; GO:0000160; GO:0000155,envelope
tors,sensory histidine kinase TorS,sensory histidine kinase TorS,IM,GO:0030288; GO:0042802; GO:0006470; GO:0023014; GO:0018106; GO:0016740; GO:0016310; GO:0016301; GO:0007165; GO:0004673; GO:0005515; GO:0046777; GO:0071310; GO:0009061; GO:0042803; GO:0004721; GO:0005887; GO:0000166; GO:0005886; GO:0016772; GO:0016021; GO:0016020; GO:0005524; GO:0000160; GO:0000155,envelope
tqsa,G6859-MONOMER,G6859-MONOMER,IM,GO:0005887; GO:1905887; GO:0015562; GO:0009372; GO:0005886; GO:0016021; GO:0016020,envelope
treb,trehalose-specific PTS enzyme IIBC component,trehalose-specific PTS enzyme II,IM,GO:0034219; GO:0090589; GO:0005887; GO:0008982; GO:0015771; GO:0015574; GO:0016310; GO:0016301; GO:0005886; GO:0016740; GO:0016021; GO:0016020; GO:0008643; GO:0009401,envelope
trkg,Rac prophage; K+ transporter TrkG,Rac prophage; K+ transporter TrkG,IM,GO:0015379; GO:0006813; GO:0046872; GO:0005887; GO:0015079; GO:0055085; GO:0008324; GO:0006812; GO:0071805; GO:0030955; GO:0005267; GO:0005886; GO:0016021; GO:0016020; GO:0006811,envelope
trkh,TRKH-MONOMER,TRKH-MONOMER,IM,GO:0015379; GO:0006813; GO:0046872; GO:0015079; GO:0016021; GO:0016020; GO:0055085; GO:0008324; GO:0006812; GO:0071805; GO:0030955; GO:0005887; GO:0005267; GO:0005886; GO:0006811,envelope
tsga,putative transporter TsgA,putative transporter TsgA,IM,GO:0055085; GO:0072714; GO:0005887; GO:0005886; GO:0016021; GO:0016020,envelope
tyna,copper-containing amine oxidase,copper-containing amine oxidase,PE,GO:0046872; GO:0016491; GO:0009308; GO:0006559; GO:0030288; GO:0042803; GO:0052596; GO:0052595; GO:0052594; GO:0052593; GO:0019607; GO:0055114; GO:0048038; GO:0042597; GO:0005509; GO:0005507; GO:0008131,envelope
tyrp,TYRP-MONOMER,TYRP-MONOMER,IM,GO:0016021; GO:0016020; GO:0005886; GO:0003333; GO:0015801; GO:0015173; GO:0005887; GO:0006865,envelope
ubia,4OHBENZOATE-OCTAPRENYLTRANSFER-MONOMER,4OHBENZOATE-OCTAPRENYLTRANSFER-MONOMER,IM,GO:0047293; GO:0004659; GO:0002083; GO:0016740; GO:0005886; GO:0016021; GO:0016020; GO:0008412; GO:0016765; GO:0006744,envelope
ugpa,sn-glycerol 3-phosphate ABC transporter membrane subunit UgpA,<i>sn</i>-glycerol 3-phosphate / glycerophosphodiester ABC transporter,IM,GO:0055085; GO:0001407; GO:0001406; GO:0055052; GO:0015169; GO:0005887; GO:0015794; GO:0005886; GO:0016021; GO:0016020,envelope
ugpe,sn-glycerol 3-phosphate ABC transporter membrane subunit UgpE,<i>sn</i>-glycerol 3-phosphate / glycerophosphodiester ABC transporter,IM,GO:0055085; GO:0001407; GO:0055052; GO:0015169; GO:0005887; GO:0015794; GO:0005886; GO:0016021; GO:0016020,envelope
uhpb,"sensory histidine kinase UhpB - phosphorylated // ""sensory histidine kinase UhpB""","sensory histidine kinase UhpB - phosphorylated // ""sensory histidine kinase UhpB""",IM,GO:0000160; GO:0016787; GO:0006470; GO:0023014; GO:0018106; GO:0016740; GO:0016310; GO:0016301; GO:0016021; GO:0016020; GO:0005886; GO:0004673; GO:0046983; GO:0004721; GO:0046777; GO:0005887; GO:0000166; GO:0005524; GO:0000155,envelope
uhpc,"UhpC-glucose-6-P // ""inner membrane protein sensing glucose-6-phosphate""","UhpC-glucose-6-P // ""inner membrane protein sensing glucose-6-phosphate""",IM,GO:0022857; GO:0031226; GO:0005886; GO:0055085; GO:0016020; GO:0005887; GO:0000160; GO:0016021,envelope
uhpt,hexose-6-phosphate:phosphate antiporter,hexose-6-phosphate:phosphate antiporter,IM,GO:0022857; GO:0006817; GO:0055085; GO:0008643; GO:0005887; GO:0015712; GO:0015760; GO:0015526; GO:0005886; GO:0016021; GO:0016020,envelope
uidc,outer membrane porin family protein UidC,outer membrane porin family protein UidC,OM,GO:0055085; GO:0016020; GO:0046930; GO:0006811; GO:0008643; GO:0009279; GO:0016021; GO:0015288,envelope
uraa,uracil:H+ symporter UraA,uracil:H<sup>+</sup> symporter UraA,IM,GO:0098721; GO:0022857; GO:0042803; GO:0016021; GO:0055085; GO:0015857; GO:0015210; GO:0005887; GO:0015505; GO:0005886; GO:0016020,envelope
uspb,putative universal stress (ethanol tolerance) protein B,putative universal stress (ethanol tolerance) protein B,IM,GO:0045471; GO:0005886; GO:0016021; GO:0016020,envelope
waau,putative ADP-heptose:LPS heptosyltransferase 4,putative ADP-heptose:LPS heptosyltransferase 4,IM,GO:0008713; GO:0005829; GO:0009244; GO:0016757; GO:0016740; GO:0016020; GO:0009103; GO:0008917,envelope
wcam,putative colanic acid biosynthesis protein WcaM,putative colanic acid biosynthesis protein WcaM,PE,GO:0005829; GO:0045228; GO:0009103,envelope
wech,O-acetyltransferase WecH,O-acetyltransferase WecH,IM,GO:0016407; GO:0005887; GO:0016746; GO:0016740; GO:0009246; GO:0016747; GO:0016413; GO:0005886; GO:0016021; GO:0016020,envelope
wzc,protein-tyrosine kinase Wzc,polysaccharide export complex,IM,GO:0005515; GO:0042802; GO:0045226; GO:0016740; GO:0016301; GO:0000271; GO:0016887; GO:0005887; GO:0038083; GO:0009103; GO:0016310; GO:0005524; GO:0000166; GO:0005886; GO:0016021; GO:0016020; GO:0004713; GO:0009242,envelope
wzxe,lipid III flippase,lipid III flippase,IM,GO:0005887; GO:0009246; GO:0005886; GO:0016021; GO:0016020,envelope
wzye,putative enterobacterial common antigen polymerase,putative enterobacterial common antigen polymerase,IM,GO:0005887; GO:0005886; GO:0016021; GO:0016020; GO:0009246,envelope
xanq,YGFO-MONOMER,YGFO-MONOMER,IM,GO:0022857; GO:0016021; GO:0016020; GO:0005886; GO:0055085; GO:0005887; GO:0042906; GO:0042907,envelope
xyle,D-xylose:H+ symporter,D-xylose:H+ symporter,IM,GO:1902600; GO:0005351; GO:0022857; GO:0055085; GO:0015753; GO:0005887; GO:0015519; GO:0005886; GO:0016021; GO:0016020; GO:0015293; GO:0008643,envelope
xylh,xylose ABC transporter membrane subunit,xylose ABC transporter,IM,GO:0055085; GO:0022857; GO:0042732; GO:0043190; GO:0005887; GO:0008643; GO:0005886; GO:0016021; GO:0016020; GO:0015752,envelope
yaaj,putative transporter YaaJ,putative transporter YaaJ,IM,GO:0055085; GO:0006814; GO:0032328; GO:0015655; GO:0005886; GO:0016021; GO:0016020; GO:0015293; GO:0005283,envelope
yabi,DedA family protein YabI,DedA family protein YabI,IM,GO:0010212; GO:0005886; GO:0043093; GO:0016021; GO:0016020,envelope
yadh,putative ABC transporter membrane subunit YadH,"putative transport complex, ABC superfamily",IM,GO:0055085; GO:0043190; GO:0005886; GO:0016021; GO:0016020; GO:0006810,envelope
yads,PF03458 family protein YadS,PF03458 family protein YadS,IM,GO:0005886; GO:0016021; GO:0016020,envelope
yaft,lipoprotein YafT,lipoprotein YafT,LPO,GO:0030288; GO:0005886; GO:0016020,envelope
yafy,CP4-6 prophage; inner membrane lipoprotein YafY,CP4-6 prophage; inner membrane lipoprotein YafY,LPI,GO:0005886; GO:0016020,envelope
yagg,putative D-xylonate transporter YagG,putative D-xylonate transporter YagG,IM,GO:0071702; GO:0022857; GO:0008643; GO:0005887; GO:0055085; GO:0006814; GO:0005886; GO:0016021; GO:0016020; GO:0015293,envelope
yahj,putative deaminase with metallo-dependent hydrolase domain,putative deaminase with metallo-dependent hydrolase domain,PE,GO:0005829; GO:0016810,envelope
yahn,putative amino acid exporter,putative amino acid exporter,IM,GO:0042970; GO:0042968; GO:0006865; GO:0005886; GO:0016021; GO:0016020,envelope
yaip,putative glucosyltransferase,putative glucosyltransferase,IM,GO:0016874; GO:0016757; GO:0016740; GO:0005886; GO:0006974,envelope
yaiy,inner membrane protein,inner membrane protein,IM,GO:0005886; GO:0016021; GO:0016020,envelope
yaiz,DUF2754 domain-containing protein YaiZ,DUF2754 domain-containing protein YaiZ,IM,GO:0005886; GO:0016021; GO:0016020,envelope
yaji,putative lipoprotein YajI,putative lipoprotein YajI,LPO,GO:0030288; GO:0005886; GO:0016020,envelope
yajr,putative transport protein YajR,putative transport protein YajR,IM,GO:0005887; GO:0055085; GO:0005886; GO:0016021; GO:0016020,envelope
ybal,putative transporter YbaL,putative transporter YbaL,IM,GO:0000166; GO:0055085; GO:1902600; GO:0098655; GO:0015299; GO:0008324; GO:0006813; GO:0006812; GO:0005886; GO:0016021; GO:0016020; GO:0015297; GO:0006811,envelope
yban,DUF454 domain-containing inner membrane protein YbaN,DUF454 domain-containing inner membrane protein YbaN,IM,GO:0005886; GO:0016021; GO:0016020,envelope
ybat,putative transporter YbaT,putative transporter YbaT,IM,GO:0055085; GO:0022857; GO:1990169; GO:0009268; GO:0005886; GO:0016021; GO:0016020; GO:0006865,envelope
ybav,helix-hairpin-helix 3 family protein,helix-hairpin-helix 3 family protein,PE,GO:0005886; GO:0006281; GO:0030288; GO:0003677,envelope
ybbc,PF15631 family protein YbbC,PF15631 family protein YbbC,LPO,no ontology,envelope
ybbj,NfeD-like family protein YbbJ,NfeD-like family protein YbbJ,IM,GO:0005886; GO:0016021; GO:0016020,envelope
ybbp,putative ABC transporter membrane subunit YbbP,"putative transport complex, ABC superfamily",IM,GO:0043190; GO:0005886; GO:0016021; GO:0016020; GO:0006810,envelope
ybby,putative purine transporter,putative purine transporter,IM,GO:0022857; GO:0042907; GO:0042906; GO:0005887; GO:0055085; GO:0005886; GO:0016021; GO:0016020,envelope
ybch,DUF4434 domain-containing protein YbcH,DUF4434 domain-containing protein YbcH,PE,GO:0030288,envelope
ybcl,DLP12 prophage; periplasmic protein YbcL,DLP12 prophage; periplasmic protein YbcL,PE,GO:0043086; GO:0030288; GO:0042597; GO:0004857,envelope
ybdj,DUF1158 domain-containing protein YbdJ,DUF1158 domain-containing protein YbdJ,IM,GO:0005886; GO:0016021; GO:0016020,envelope
ybfc,uncharacterized protein YbfC,uncharacterized protein YbfC,PE,GO:0005829,envelope
ybge,PF09600 family protein YbgE,PF09600 family protein YbgE,IM,GO:0005886,envelope
ybhm,Bax1-I family protein YbhM,Bax1-I family protein YbhM,IM,GO:0005886; GO:0016021; GO:0016020,envelope
ybhn,PF03706 family inner membrane protein YbhN,PF03706 family inner membrane protein YbhN,IM,GO:0005886; GO:0016021; GO:0016020,envelope
ybhq,putative inner membrane protein,putative inner membrane protein,IM,GO:0005886; GO:0016021; GO:0016020,envelope
ybhr,putative ABC exporter membrane subunit YbhR,putative ABC exporter YbhFSR,IM,GO:1990961; GO:0055085; GO:0043190; GO:0015562; GO:0005887; GO:0006974; GO:0005886; GO:0016021; GO:0016020,envelope
ybhs,putative ABC exporter membrane subunit YbhS,putative ABC exporter YbhFSR,IM,GO:1990961; GO:0055085; GO:0043190; GO:0015562; GO:0005887; GO:0005886; GO:0016021; GO:0016020,envelope
ybio,moderate conductance mechanosensitive channel YbiO,moderate conductance mechanosensitive channel YbiO,IM,GO:0034220; GO:0006811; GO:0055085; GO:0071470; GO:0008381; GO:0005887; GO:0005886; GO:0016021; GO:0016020,envelope
ybir,putative transporter YbiR,putative transporter YbiR,IM,GO:0055085; GO:0005886; GO:0016021; GO:0016020,envelope
ybjc,DUF1418 domain-containing protein YbjC,DUF1418 domain-containing protein YbjC,IM,GO:1901562; GO:0016020; GO:1901422,envelope
ybjg,undecaprenyl pyrophosphate phosphatase,undecaprenyl pyrophosphate phosphatase,IM,GO:0071555; GO:0016787; GO:0005886; GO:0046677; GO:0016021; GO:0016020; GO:0008360; GO:0050380; GO:0009252,envelope
ybjj,inner membrane protein YbjJ,inner membrane protein YbjJ,IM,GO:0055085; GO:0005886; GO:0016021; GO:0016020,envelope
ybjl,putative transport protein YbjL,putative transport protein YbjL,IM,GO:0055085; GO:0022857; GO:0008324; GO:0098655; GO:0006813; GO:0005886; GO:0016021; GO:0016020,envelope
ybjm,putative inner membrane protein,putative inner membrane protein,IM,GO:0005886; GO:0016021; GO:0016020,envelope
ybjo,putative inner membrane protein,putative inner membrane protein,IM,GO:0005886; GO:0016021; GO:0016020,envelope
ycad,putative transporter YcaD,putative transporter YcaD,IM,GO:0022857; GO:0055085; GO:0005886; GO:0016021; GO:0016020,envelope
ycai,metallo-&beta;-lactamase superfamily inner membrane protein YcaI,metallo-&beta;-lactamase superfamily inner membrane protein YcaI,IM,GO:0030420; GO:0005886; GO:0016021; GO:0016020,envelope
ycam,putative transporter YcaM,putative transporter YcaM,IM,GO:0055085; GO:0022857; GO:0005886; GO:0016021; GO:0016020,envelope
ycap,DUF421 domain-containing protein YcaP,DUF421 domain-containing protein YcaP,IM,GO:0005886; GO:0016021; GO:0016020,envelope
ycbk,peptidoglycan LD-endopeptidase,peptidoglycan LD-endopeptidase,PE,GO:0009254; GO:0004175; GO:0004222; GO:0030288,envelope
ycca,modulator of FtsH protease,modulator of FtsH protease,IM,GO:0016020; GO:0043066; GO:0030162; GO:0005886; GO:0016021,envelope
yccs,putative transporter YccS,putative transporter YccS,IM,GO:0055085; GO:0022857; GO:0005887; GO:0005886; GO:0016021; GO:0016020,envelope
ycct,DUF2057 domain-containing protein YccT,DUF2057 domain-containing protein YccT,PE,GO:0005829,envelope
ycdz,inner membrane protein YcdZ,inner membrane protein YcdZ,IM,GO:0005886; GO:0016021; GO:0016020,envelope
ycej,putative cytochrome b561 YceJ,putative cytochrome b561 YceJ,IM,GO:0020037; GO:0009055; GO:0055114; GO:0022904; GO:0005886; GO:0046872; GO:0016021; GO:0016020,envelope
ycek,DUF1375 domain-containing lipoprotein YceK,DUF1375 domain-containing lipoprotein YceK,OM,GO:0031246; GO:0006974,envelope
ycfl,DUF1425 domain-containing protein YcfL,DUF1425 domain-containing protein YcfL,LPO,GO:0006974,envelope
ycgj,PF05666 family protein YcgJ,PF05666 family protein YcgJ,PE,no ontology,envelope
ycgv,putative autotransporter adhesin YcgV,putative autotransporter adhesin YcgV,OM,GO:0015475; GO:0019867; GO:0043708,envelope
yche,putative inner membrane protein,putative inner membrane protein,IM,GO:0005887; GO:0005886; GO:0016021; GO:0016020,envelope
ychh,stress-induced protein,stress-induced protein,IM,GO:0044011; GO:0070301; GO:0071276,envelope
ycho,putative invasin YchO,putative invasin YchO,PE,GO:0030260; GO:0009405; GO:0009279; GO:0042597,envelope
ychq,SirB family protein YchQ,SirB family protein YchQ,IM,GO:0005886; GO:0016021; GO:0016020,envelope
ycib,inner membrane protein,inner membrane protein,IM,GO:0090529; GO:0000917; GO:0005887; GO:0005886; GO:0051301; GO:0016021; GO:0016020; GO:0007049,envelope
ycic,putative inner membrane protein,putative inner membrane protein,IM,GO:0005886; GO:0016021; GO:0016020,envelope
yciq,DUF2207 domain-containing protein YciQ,DUF2207 domain-containing protein YciQ,IM,GO:0005886,envelope
ydbd,DUF2773 domain-containing protein YdbD,DUF2773 domain-containing protein YdbD,IM,GO:0005886; GO:0051595,envelope
ydbh,PF11739 family protein YdbH,PF11739 family protein YdbH,IM,GO:0005886,envelope
ydbj,DUF333 domain-containing protein YdbJ,DUF333 domain-containing protein YdbJ,LPO,GO:0030288,envelope
ydca,protein YdcA,protein YdcA,PE,no ontology,envelope
ydco,putative transport protein YdcO,putative transport protein YdcO,IM,GO:0042925; GO:0042919; GO:0005886; GO:0016021; GO:0016020,envelope
ydcs,putative ABC transporter periplasmic binding protein / polyhydroxybutyrate synthase,"putative transport complex, ABC superfamily",PE,GO:0016746; GO:0016740; GO:0042619; GO:0009290; GO:0030288; GO:0019808; GO:0015846; GO:0042597,envelope
ydcu,putative ABC transporter membrane subunit YdcU,"putative transport complex, ABC superfamily",IM,GO:0005887; GO:0055085; GO:0043190; GO:0005886; GO:0016021; GO:0016020; GO:0006810,envelope
ydcz,putative inner membrane protein,putative inner membrane protein,IM,GO:0005515; GO:0005886; GO:0006928; GO:0016021; GO:0016020,envelope
ydda,ABC transporter family protein YddA,ABC transporter family protein YddA,IM,GO:0055085; GO:0042626; GO:0016887; GO:0005886; GO:0016021; GO:0016020; GO:0006810; GO:0005524; GO:0000166,envelope
yddg,amino acid exporter YddG,amino acid exporter YddG,IM,GO:0006865; GO:0015173; GO:0015171; GO:0032973; GO:0016021; GO:0016020; GO:0005886; GO:0005887,envelope
yddw,putative lipoprotein YddW,putative lipoprotein YddW,LPO,GO:0003824; GO:0030288; GO:0005886; GO:0016020,envelope
ydea,YDEA-MONOMER,YDEA-MONOMER,IM,GO:0034219; GO:0015144; GO:0055085; GO:0005886; GO:0016021; GO:0016020; GO:0008643,envelope
ydee,dipeptide exporter,dipeptide exporter,IM,GO:0015833; GO:0015031; GO:0035442; GO:0071916; GO:0055085; GO:0005886; GO:0016021; GO:0016020,envelope
ydei,BOF family protein YdeI,BOF family protein YdeI,PE,GO:0030288; GO:0044011; GO:0070301,envelope
ydgc,GlpM family protein,GlpM family protein,IM,GO:0005887; GO:0005886; GO:0016021; GO:0016020,envelope
ydgd,putative serine protease YdgD,putative serine protease YdgD,PE,GO:0004252; GO:0016787; GO:0008236; GO:0008233; GO:0006508,envelope
ydgi,putative arginine:ornithine antiporter,putative arginine:ornithine antiporter,IM,GO:0055085; GO:0022857; GO:0005887; GO:0005886; GO:0016021; GO:0016020; GO:0015297; GO:0006865,envelope
ydgk,DUF2569 domain-containing inner membrane protein YdgK,DUF2569 domain-containing inner membrane protein YdgK,IM,GO:0005886; GO:0016021; GO:0016020,envelope
ydhc,putative transporter YdhC,putative transporter YdhC,IM,GO:1990961; GO:0042910; GO:0006855; GO:0005887; GO:0055085; GO:0005886; GO:0016021; GO:0016020,envelope
ydhi,DUF1656 domain-containing protein YdhI,DUF1656 domain-containing protein YdhI,IM,GO:0005886; GO:0016021; GO:0016020,envelope
